0, 200, -2.777, 4
1, 200, -2.477, 3
2, 200, -1.93288, 5
3, 200, -2.91273, 4
4, 200, -2.91273, 4
5, 200, -3, 3
6, 200, -2.91273, 4
7, 200, -3, 3
8, 200, -3, 3
9, 200, -3, 3
10, 200, -3, 3
11, 200, -2.91273, 4
12, 200, -2.91273, 4
13, 200, -2.91273, 4
14, 200, -2.91273, 4
15, 200, -2.91273, 4
16, 200, -3, 3
17, 200, 88.4686, 114
18, 200, -2.91273, 4
19, 200, -2.91273, 4
20, 200, -2.91273, 4
21, 200, -2.91273, 4
22, 200, -2.91273, 4
23, 200, -2.91273, 4
0, 5000, -4.787, 8
1, 5000, -5.347, 7
2, 5000, -4.93288, 8
3, 5000, -4.91273, 6
4, 5000, -4.91273, 6
5, 5000, -5.20224, 6
6, 5000, -4.91273, 6
7, 5000, -5, 5
8, 5000, -5, 5
9, 5000, -5, 5
10, 5000, -5.20224, 6
11, 5000, -4.91273, 6
12, 5000, -4.91273, 6
13, 5000, -4.91273, 6
14, 5000, -4.91273, 6
15, 5000, -4.91273, 6
16, 5000, -5.20224, 6
17, 5000, 4294.54, 4860
18, 5000, -4.91273, 6
19, 5000, -4.91273, 6
20, 5000, -4.91273, 6
21, 5000, -4.91273, 6
22, 5000, -4.91273, 6
23, 5000, -4.91273, 6
