0, 200, -0.7, 4
1, 200, 12.99, 16
2, 200, 6.87353, 12
3, 200, 4.76438, 9
4, 200, 5.85526, 10
5, 200, 4.1323, 10
6, 200, 14.3759, 17
7, 200, 4.28007, 10
8, 200, 14.3759, 17
9, 200, 7.11465, 11
10, 200, 10.6879, 14
11, 200, 14.1639, 17
12, 200, 5.79, 11
13, 200, -1.7362, 2
14, 200, 10.62, 14
15, 200, 3.84438, 8
16, 200, 3.84438, 8
17, 200, -1.78885, 2
18, 200, 3.88438, 8
0, 5000, 6.46535, 28
1, 5000, 6.70505, 28
2, 5000, 5.95626, 27
3, 5000, 3.18043, 23
4, 5000, 2.93394, 23
5, 5000, 2.49955, 22
6, 5000, 126.896, 177
7, 5000, 2.64732, 22
8, 5000, 126.776, 177
9, 5000, 16.6195, 44
10, 5000, 126.864, 176
11, 5000, 4006.25, 4126
12, 5000, 2.77, 22
13, 5000, -4.48441, 5
14, 5000, 3.95354, 23
15, 5000, 4.1213, 24
16, 5000, 4.1213, 24
17, 5000, -4.55475, 5
18, 5000, 3.75297, 24
